descripcion,monto,categoria,es_gasto_hormiga,fuente
Habas verdes desgranadas,256,Salidas,True,DANE_ENIG_2006_2007
Habichuelas,2583,Salidas,True,DANE_ENIG_2006_2007
Mazorcas y maíz dulce,590,Salidas,True,DANE_ENIG_2006_2007
Berenjenas,1625,Salidas,True,DANE_ENIG_2006_2007
Champiñones y otros hongos comestibles,396,Salidas,True,DANE_ENIG_2006_2007
"Otras verduras y leguminosas frescas: berros, chachafruto, algas comestibles, etc.",580,Salidas,True,DANE_ENIG_2006_2007
Verduras frescas amarradas (macitos de la costa atlántica),1836,Salidas,True,DANE_ENIG_2006_2007
"Verduras picadas en bandeja o en bolsa (revuelto verde, macitos)",1801,Salidas,True,DANE_ENIG_2006_2007
"Fríjol seco: bolaroja, cargamanto, guarzo, guandul, zaragoza, blanquillo, etc.",10826,Salidas,False,DANE_ENIG_2006_2007
Arveja seca,2685,Salidas,True,DANE_ENIG_2006_2007
Habas secas,222,Salidas,True,DANE_ENIG_2006_2007
Lentejas,4832,Salidas,True,DANE_ENIG_2006_2007
Garbanzos,1359,Salidas,True,DANE_ENIG_2006_2007
"Verduras, hortalizas y legumbres enlatadas: arveja, fríjoles, maíz, espárrago, zanahoria, habichuela",6201,Salidas,True,DANE_ENIG_2006_2007
"Aceitunas, alcaparras, pepinillos y otros encurtidos en tarro",6406,Salidas,True,DANE_ENIG_2006_2007
Legumbres y hortalizas deshidratadas,1396,Salidas,True,DANE_ENIG_2006_2007
Plátano verde,11856,Salidas,False,DANE_ENIG_2006_2007
Plátano maduro,4364,Salidas,True,DANE_ENIG_2006_2007
"Colicero, guineo, mataburro",2577,Salidas,True,DANE_ENIG_2006_2007
"Papa común: pastusa, tocarreña, R12",16343,Salidas,False,DANE_ENIG_2006_2007
Papa criolla o amarilla,3452,Salidas,True,DANE_ENIG_2006_2007
Yuca,8664,Salidas,True,DANE_ENIG_2006_2007
Arracacha,1564,Salidas,True,DANE_ENIG_2006_2007
Ñame,5226,Salidas,True,DANE_ENIG_2006_2007
"Ullucos, cubios, hibias, chuguas, rubas",1810,Salidas,True,DANE_ENIG_2006_2007
"Otras raíces y tubérculos: mafafa, achira, batata, etc",1178,Salidas,True,DANE_ENIG_2006_2007
"Papa, yuca y plátano precocidos",1534,Salidas,True,DANE_ENIG_2006_2007
"Harina de plátano, de yuca, de achiras, puré de papas",318,Salidas,True,DANE_ENIG_2006_2007
Azúcar refinada,8962,Salidas,True,DANE_ENIG_2006_2007
Azúcar natural o morena,8722,Salidas,True,DANE_ENIG_2006_2007
"Endulzantes dietéticos: Aspartame, Fructuosa",12029,Salidas,False,DANE_ENIG_2006_2007
Panela,17729,Salidas,False,DANE_ENIG_2006_2007
Jaleas y mermeladas,1609,Salidas,True,DANE_ENIG_2006_2007
Compotas,2595,Salidas,True,DANE_ENIG_2006_2007
Bocadillos,2429,Salidas,True,DANE_ENIG_2006_2007
Arequipe,4045,Salidas,True,DANE_ENIG_2006_2007
"Herpos, tumes y otros dulces de arequipe y bocadillo",45,Salidas,True,DANE_ENIG_2006_2007
Gelatina de pata negra o blanca,1236,Salidas,True,DANE_ENIG_2006_2007
"Gelatinas, flanes y pudines en vaso listos para el consumo",1614,Salidas,True,DANE_ENIG_2006_2007
"Miel de abejas, melazas y almíbares",7445,Salidas,True,DANE_ENIG_2006_2007
Pasta de chocolate para ponqué y cobertura de chocolate,1286,Salidas,True,DANE_ENIG_2006_2007
"Dulces, confites, caramelos, bombones, chocolatinas, chicles, masmelos",2189,Salidas,True,DANE_ENIG_2006_2007
"Helados, conos, paletas, vasitos, refrescos congelados y tortas heladas",4240,Salidas,True,DANE_ENIG_2006_2007
"Gelatinas, flanes y pudines en polvo para preparar",2320,Salidas,True,DANE_ENIG_2006_2007
Polvo para preparar helados,409,Salidas,True,DANE_ENIG_2006_2007
"Frutas en conserva: Melocotón, piña, brevas, etc.",1598,Salidas,True,DANE_ENIG_2006_2007
Salsa de tomate,4573,Salidas,True,DANE_ENIG_2006_2007
Mayonesa,3073,Salidas,True,DANE_ENIG_2006_2007
"Mostaza, salsa rosada",492,Salidas,True,DANE_ENIG_2006_2007
"Otras salsas: salsa de soya, salsa china, salsa tártara, salsa de ají, ají picante",4353,Salidas,True,DANE_ENIG_2006_2007
Vinagre,974,Salidas,True,DANE_ENIG_2006_2007
Sal,2904,Salidas,True,DANE_ENIG_2006_2007
Cominos,889,Salidas,True,DANE_ENIG_2006_2007
Pimienta,392,Salidas,True,DANE_ENIG_2006_2007
Tomillo,52,Salidas,True,DANE_ENIG_2006_2007
Color,1100,Salidas,True,DANE_ENIG_2006_2007
"Ajo en polvo o en pasta, canela, clavos, nuez moscada",614,Salidas,True,DANE_ENIG_2006_2007
"Hierbas culinarias: perejil, cilantro, romero, orégano, etc",211,Salidas,True,DANE_ENIG_2006_2007
"Sopas: de vegetales, de carne, de pollo, de pescado, cremas de sobre, sopas para bebe",304,Salidas,True,DANE_ENIG_2006_2007
Caldos y consomés concentrados (cubos y polvo),1664,Salidas,True,DANE_ENIG_2006_2007
Bases para preparar carnes y otros alimentos,284,Salidas,True,DANE_ENIG_2006_2007
"Frituras: papas fritas, chitos, maizitos, patacones, besitos, etc",8106,Salidas,True,DANE_ENIG_2006_2007
Alimentos precocidos: ajiaco y lechona enlatados y similares,6902,Salidas,True,DANE_ENIG_2006_2007
Anchetas,1664,Salidas,True,DANE_ENIG_2006_2007
Café molido,9794,Salidas,True,DANE_ENIG_2006_2007
Café instantáneo en polvo o granulado,4316,Salidas,True,DANE_ENIG_2006_2007
Café en grano,1268,Salidas,True,DANE_ENIG_2006_2007
"Otras bebidas preparadas con café instantáneo: capuchino, mocachino, café con leche",514,Salidas,True,DANE_ENIG_2006_2007
Chocolate en pastillas (con y sin azúcar),6952,Salidas,True,DANE_ENIG_2006_2007
Chocolate instantáneo en polvo o granulado,1499,Salidas,True,DANE_ENIG_2006_2007
Cocoa y chucula,710,Salidas,True,DANE_ENIG_2006_2007
Polvo para preparar bebidas achocolatadas,470,Salidas,True,DANE_ENIG_2006_2007
Bebidas achocolatadas listas para consumir,309,Salidas,True,DANE_ENIG_2006_2007
Té,177,Salidas,True,DANE_ENIG_2006_2007
"Hierbas aromáticas (secas y frescas), mate",223,Salidas,True,DANE_ENIG_2006_2007
Agua mineral,6346,Salidas,True,DANE_ENIG_2006_2007
Agua en lata o de carrotanque,8908,Salidas,True,DANE_ENIG_2006_2007
Hielo,2821,Salidas,True,DANE_ENIG_2006_2007
Gaseosas,11602,Salidas,False,DANE_ENIG_2006_2007
Maltas,2396,Salidas,True,DANE_ENIG_2006_2007
Refrescos líquidos empacados (jugos y bebidas hidratantes),2326,Salidas,True,DANE_ENIG_2006_2007
Concentrados para preparar refrescos,4895,Salidas,True,DANE_ENIG_2006_2007
Aguardiente,26746,Salidas,False,DANE_ENIG_2006_2007
Ron,42083,Salidas,False,DANE_ENIG_2006_2007
"Whisky, brandy, vodka, ginebra, cognac, tequila y similares",51972,Salidas,False,DANE_ENIG_2006_2007
"Cremas de licor (de amareto, de whisky, etc.), sabajón y ponche crema",15000,Salidas,False,DANE_ENIG_2006_2007
"Otras bebidas alcohólicas: aperitivos que no sean a base de vino, mezclas de cocteles",20782,Salidas,False,DANE_ENIG_2006_2007
"Vino, champaña, jerez y aperitivos a base de vino",11737,Salidas,False,DANE_ENIG_2006_2007
Cerveza nacional e importada,23539,Salidas,False,DANE_ENIG_2006_2007
Cigarrillos con filtro,12998,Salidas,False,DANE_ENIG_2006_2007
Cigarrillos sin filtro,6775,Salidas,True,DANE_ENIG_2006_2007
Tabacos y picadura para pipa o para armar cigarrillos,7054,Salidas,True,DANE_ENIG_2006_2007
"Telas para la confección de ropa de hombre, mujer, niño, niña y bebé",6990,Salidas,True,DANE_ENIG_2006_2007
Camisas para hombre,12360,Salidas,False,DANE_ENIG_2006_2007
"Camisetas, franelas, esqueletos, polos para hombre",10499,Salidas,False,DANE_ENIG_2006_2007
"Calzoncillos, pantaloncillos, boxers para hombre",5049,Salidas,True,DANE_ENIG_2006_2007
Medias y calcetines para hombre,2832,Salidas,True,DANE_ENIG_2006_2007
Pantalones para hombre,14838,Salidas,False,DANE_ENIG_2006_2007
jeans para hombre,18526,Salidas,False,DANE_ENIG_2006_2007
"Bermudas, pantalonetas y pantalón corto para hombre",7342,Salidas,True,DANE_ENIG_2006_2007
"Vestido completo (sólo pantalón, chaqueta y/o chaleco) para hombre",20937,Salidas,False,DANE_ENIG_2006_2007
"Blazers, chaquetas, chaquetones, chompas y sacos de sport en paño, cuero, gamuza",13080,Salidas,False,DANE_ENIG_2006_2007
"Buzos, chalecos, sacos de lana y similares para hombre",10114,Salidas,False,DANE_ENIG_2006_2007
"Gabardinas, gabanes, abrigos y sobretodos para hombre",20000,Salidas,False,DANE_ENIG_2006_2007
Capas e impermeables para hombre,8333,Salidas,True,DANE_ENIG_2006_2007
"Sudaderas, trusas y bicicleteros para hombre",11897,Salidas,False,DANE_ENIG_2006_2007
Pantalonetas de baño para hombre,6014,Salidas,True,DANE_ENIG_2006_2007
Pijamas y batas para hombre,9512,Salidas,True,DANE_ENIG_2006_2007
Otros artículos de vestir para hombre (depotivos y formales),6354,Salidas,True,DANE_ENIG_2006_2007
Blusas para mujer,9730,Salidas,True,DANE_ENIG_2006_2007
"Camisetas, franelas y bodies para mujer",6985,Salidas,True,DANE_ENIG_2006_2007
"Pantalones, slacks y chicles para mujer",12718,Salidas,False,DANE_ENIG_2006_2007
"Shorts, bermudas y pantalonetas para mujer",10887,Salidas,False,DANE_ENIG_2006_2007
Jeans para mujer,17278,Salidas,False,DANE_ENIG_2006_2007
Faldas para mujer,8647,Salidas,True,DANE_ENIG_2006_2007
"Brassieres, tops y sostenes para mujer",6334,Salidas,True,DANE_ENIG_2006_2007
Pantys (interiores) para mujer,4554,Salidas,True,DANE_ENIG_2006_2007
Media de lana y otros materiales diferente a velada para mujer,2791,Salidas,True,DANE_ENIG_2006_2007
Medias veladas para mujer,6214,Salidas,True,DANE_ENIG_2006_2007
"Enaguas, fondos y combinaciones para mujer",3834,Salidas,True,DANE_ENIG_2006_2007
Vestidos confeccionados para mujer,15853,Salidas,False,DANE_ENIG_2006_2007
"Buzos, chalecos, sacos de lana y similares para mujer",9480,Salidas,True,DANE_ENIG_2006_2007
"Blazers, chaquetas, chaquetones y sacos de sport en paño, cuero, gamuza y otros",7791,Salidas,True,DANE_ENIG_2006_2007
"Gabardinas, gabanes, abrigos y sobretodos para mujer",8264,Salidas,True,DANE_ENIG_2006_2007
"Sudaderas, trusas y bicicleteros para mujer",8501,Salidas,True,DANE_ENIG_2006_2007
Traje de baño para mujer,17356,Salidas,False,DANE_ENIG_2006_2007
Pijamas y batas para mujer,8148,Salidas,True,DANE_ENIG_2006_2007
Otros artículos de vestir para mujer (deportivos y formales),5447,Salidas,True,DANE_ENIG_2006_2007
Camisas para niño,8020,Salidas,True,DANE_ENIG_2006_2007
"Camisetas, franelas, esqueletos, polos para niño",6726,Salidas,True,DANE_ENIG_2006_2007
"Calzoncillos, pantaloncillos, boxers para niño",3638,Salidas,True,DANE_ENIG_2006_2007
Medias y calcetines para niño,2135,Salidas,True,DANE_ENIG_2006_2007
Pantalones para niño,9324,Salidas,True,DANE_ENIG_2006_2007
Jeans para niño,12547,Salidas,False,DANE_ENIG_2006_2007
"Bermudas, pantalonetas y pantalón corto para niño",5792,Salidas,True,DANE_ENIG_2006_2007
"Vestido completo (sólo pantalón, chaqueta y/o chaleco) para niño",18769,Salidas,False,DANE_ENIG_2006_2007
"Blazers, chaquetas, chompas y sacos de sport en paño, cuero, gamuza y otros materiales para niño",8736,Salidas,True,DANE_ENIG_2006_2007
"Buzos, chalecos, sacos de lana y similares para niño",7559,Salidas,True,DANE_ENIG_2006_2007
"Sudaderas, trusas y bicicleteros para niño",8022,Salidas,True,DANE_ENIG_2006_2007
Pantalonetas de baño para niño,3386,Salidas,True,DANE_ENIG_2006_2007
Pijamas y batas para niño,8484,Salidas,True,DANE_ENIG_2006_2007
Otros artículos de vestir para niño (deportivos y formales),11341,Salidas,False,DANE_ENIG_2006_2007
Blusas para niña,7102,Salidas,True,DANE_ENIG_2006_2007
"Camisetas, franelas y bodies para niña",4911,Salidas,True,DANE_ENIG_2006_2007
"Pantalones, slacks y chicles para niña",8597,Salidas,True,DANE_ENIG_2006_2007
"Shorts, bermudas y pantalonetas para niña",5956,Salidas,True,DANE_ENIG_2006_2007
jeans para niña,13316,Salidas,False,DANE_ENIG_2006_2007
Faldas para niña,7565,Salidas,True,DANE_ENIG_2006_2007
Vestidos confeccionados para niña,11167,Salidas,False,DANE_ENIG_2006_2007
"Enaguas, fondos, combinaciones para niña",5000,Salidas,True,DANE_ENIG_2006_2007
Pantys (interiores) para niña,3168,Salidas,True,DANE_ENIG_2006_2007
"Brassieres, sostenes, tops y acostumbradores para niña",3980,Salidas,True,DANE_ENIG_2006_2007
"Media tobillera, media pantalón, media media (velada, de lana y otros materiales",2150,Salidas,True,DANE_ENIG_2006_2007
"Buzos, chalecos, sacos de lana y similares para niña",6195,Salidas,True,DANE_ENIG_2006_2007
"Blazers, chaquetas, chaquetones y sacos de sport en paño, cuero, gamuza y otros",6667,Salidas,True,DANE_ENIG_2006_2007
"Gabardinas, gabanes, abrigos y sobretodos para niña",4503,Salidas,True,DANE_ENIG_2006_2007
"Sudaderas, trusas y bicicleteros para niña",11792,Salidas,False,DANE_ENIG_2006_2007
Traje de baño para niña,9139,Salidas,True,DANE_ENIG_2006_2007
Pijamas y batas para niña,5779,Salidas,True,DANE_ENIG_2006_2007
Otros artículos de vestir para niña (deportivos y formales),13656,Salidas,False,DANE_ENIG_2006_2007
"Camisitas, franelas para bebé",5264,Salidas,True,DANE_ENIG_2006_2007
"Vestiditos confeccionados para bebé, mamelucos, etc.",7731,Salidas,True,DANE_ENIG_2006_2007
"Escarpines, patines, mitones, zapatos de tela, medias, gorritos y bufandas para bebe",2987,Salidas,True,DANE_ENIG_2006_2007
Pijamitas y talegos para dormir para bebé,7277,Salidas,True,DANE_ENIG_2006_2007
"Buzos, ruanas, sacos de lana y similares para bebé",7524,Salidas,True,DANE_ENIG_2006_2007
Pañales de tela para bebé,6373,Salidas,True,DANE_ENIG_2006_2007
"Pantaloncitos de tela, plástico, caucho y similares para bebé",4252,Salidas,True,DANE_ENIG_2006_2007
Fajeros y cambiadores,2587,Salidas,True,DANE_ENIG_2006_2007
Otros artículos de vestir para bebé,7574,Salidas,True,DANE_ENIG_2006_2007
Corbatas y corbatines,5000,Salidas,True,DANE_ENIG_2006_2007
"Correas, tirantas y calzonarias para hombre",4858,Salidas,True,DANE_ENIG_2006_2007
Pañuelos para hombre,1556,Salidas,True,DANE_ENIG_2006_2007
Ruanas y ponchos para hombre,6162,Salidas,True,DANE_ENIG_2006_2007
"Sombreros, gorros, cachuchas, boinas, viseras para hombre",7244,Salidas,True,DANE_ENIG_2006_2007
Pañuelos y pañoletas para mujer,5718,Salidas,True,DANE_ENIG_2006_2007
Cinturones y tirantas para mujer,2663,Salidas,True,DANE_ENIG_2006_2007
"Sombreros, gorros, cachuchas, boinas, viseras para mujer",3039,Salidas,True,DANE_ENIG_2006_2007
Guantes (de jardinería o de trabajo) en material diferente a caucho,1551,Salidas,True,DANE_ENIG_2006_2007
Cascos protectores para ciclista y motociclista,17121,Salidas,False,DANE_ENIG_2006_2007
"Hilos, cremalleras, botones, metro de costura, hombreras, encajes, broches, ganchos para ropa, hebil",646,Salidas,True,DANE_ENIG_2006_2007
"Baberos, broches y ganchos para bebé",2677,Salidas,True,DANE_ENIG_2006_2007
"Madejas de lana y otros materiales para coser, tejer y bordar",1787,Salidas,True,DANE_ENIG_2006_2007
"Confección y reparación de prendas de vestir en general (hombre, mujer, niños, niñas)",7038,Salidas,True,DANE_ENIG_2006_2007
Lavado y planchado de ropa fuera del hogar (en lavandería u otro hogar),19245,Salidas,False,DANE_ENIG_2006_2007
"Alquiler de prendas de vestir en general (hombre mujer, niños, niñas y bebés)",16761,Salidas,False,DANE_ENIG_2006_2007
"Zapatos en cuero, caucho, goma y similares para hombre",19541,Salidas,False,DANE_ENIG_2006_2007
"Botas en cuero, caucho, goma y similares para hombre",8990,Salidas,True,DANE_ENIG_2006_2007
"Tenis, zapatillas y otros zapatos deportivos para hombre (excluyendo zapatos para deportes específic",27963,Salidas,False,DANE_ENIG_2006_2007
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para hombre",5204,Salidas,True,DANE_ENIG_2006_2007
"Calzado plano en cuero, caucho, goma y similares para mujer",11004,Salidas,False,DANE_ENIG_2006_2007
"Calzado de tacón en cuero, caucho, goma y similares para mujer",13059,Salidas,False,DANE_ENIG_2006_2007
"Botas en cuero, caucho, goma y similares para mujer",12523,Salidas,False,DANE_ENIG_2006_2007
"Tenis, zapatillas y otros zapatos deportivos para mujer (excluyendo zapatos para deportes específico",11893,Salidas,False,DANE_ENIG_2006_2007
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para mujer",6543,Salidas,True,DANE_ENIG_2006_2007
"Zapatos en cuero, caucho, goma y similares para niño",13119,Salidas,False,DANE_ENIG_2006_2007
"Botas en cuero, caucho, goma y similares para niño",8445,Salidas,True,DANE_ENIG_2006_2007
"Tenis, zapatillas y otros zapatos deportivos para niño (excluyendo zapatos para deportes específicos",12711,Salidas,False,DANE_ENIG_2006_2007
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niño",3260,Salidas,True,DANE_ENIG_2006_2007
"Calzado plano en cuero, caucho, goma y similares para niña",10555,Salidas,False,DANE_ENIG_2006_2007
"Calzado de tacón en cuero, caucho, goma y similares para niña",8423,Salidas,True,DANE_ENIG_2006_2007
"Botas en cuero, caucho, goma y similares para niña",6698,Salidas,True,DANE_ENIG_2006_2007
"Tenis, zapatillas y otros zapatos deportivos para niña (excluyendo zapatos para deportes específicos",11235,Salidas,False,DANE_ENIG_2006_2007
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niña",5090,Salidas,True,DANE_ENIG_2006_2007
"Calzado para bebé: zapatos, botas y tenis",7510,Salidas,True,DANE_ENIG_2006_2007
"Accesorios para calzado: Plantillas, hormas, adaptadores para calzado y calzador",667,Salidas,True,DANE_ENIG_2006_2007
Lustrado y limpieza de zapatos,12990,Salidas,False,DANE_ENIG_2006_2007
"Reparación de calzado: remonta, tapas, costuras, etc",1915,Salidas,True,DANE_ENIG_2006_2007
Arriendo efectivo mensual por la vivienda que habita el hogar,103398,Fijos,False,DANE_ENIG_2006_2007
Arriendo por viviendas para uso del hogar diferentes a la que habita,99713,Fijos,False,DANE_ENIG_2006_2007
Arriendo imputado por la vivienda propia que habita el hogar,75681,Fijos,False,DANE_ENIG_2006_2007
"Arriendo imputado por la vivienda en usufructo, posesión u ocupación que habita",70608,Fijos,False,DANE_ENIG_2006_2007
Pinturas y barnices para vivienda,7120,Fijos,False,DANE_ENIG_2006_2007
Papel de colgadura y recubrimientos textiles para paredes,5018,Fijos,False,DANE_ENIG_2006_2007
"Baldosas, celosías, mármoles, cerámicas, cenefas de enchape (para interiores y y para baño y cocina)",35012,Fijos,False,DANE_ENIG_2006_2007
Vidriería para puertas y ventanas,13609,Fijos,False,DANE_ENIG_2006_2007
"Yeso, cemento, masilla, pegantes",13179,Fijos,False,DANE_ENIG_2006_2007
"Tubos para el agua, grifos, codos, sifones, etc.",5225,Fijos,False,DANE_ENIG_2006_2007
Tablones para pisos,46786,Fijos,False,DANE_ENIG_2006_2007
Puertas y ventanas,43240,Fijos,False,DANE_ENIG_2006_2007
"Otros materiales para la conservación y la reparación de la vivienda: tejas, cielo raso, tanque de a",83899,Fijos,False,DANE_ENIG_2006_2007
Mantenimiento y reparación de cañerias de agua y ductos e instalaciones de gas,4856,Fijos,False,DANE_ENIG_2006_2007
Mantenimiento y reparación de redes eléctricas y telefónicas,26293,Fijos,False,DANE_ENIG_2006_2007
Mantenimiento y reparación de techos y pisos,8037,Fijos,False,DANE_ENIG_2006_2007
Pavimentación y revestimiento de suelos,9125,Fijos,False,DANE_ENIG_2006_2007
Ampliación o subdivisión de la vivienda,68051,Fijos,False,DANE_ENIG_2006_2007
"Otros servicios para el mantenimiento y reparación de la vivienda: cerrajería, pintura, enchape, car",36558,Fijos,False,DANE_ENIG_2006_2007
Acueducto,5666,Fijos,False,DANE_ENIG_2006_2007
Reconexión del servicio de acueducto,15001,Fijos,False,DANE_ENIG_2006_2007
Recolección de basuras y aseo,4346,Fijos,False,DANE_ENIG_2006_2007
Instalación o conexión al servicio de alcantarillado,10493,Fijos,False,DANE_ENIG_2006_2007
Alcantarillado,4154,Fijos,False,DANE_ENIG_2006_2007
Cuotas mensuales de administración de la vivienda para uso del hogar,166184,Fijos,False,DANE_ENIG_2006_2007
Celaduría comunal,2561,Fijos,False,DANE_ENIG_2006_2007
"Instalación, conexión, contador del servicio de energía eléctrica",21041,Fijos,False,DANE_ENIG_2006_2007
Energía eléctrica,18248,Fijos,False,DANE_ENIG_2006_2007
Reconexión del servicio de energía eléctrica,2136,Fijos,False,DANE_ENIG_2006_2007
Alumbrado público,2875,Fijos,False,DANE_ENIG_2006_2007
Compra de gas propano en pipeta o cilindro o por ducto,30125,Fijos,False,DANE_ENIG_2006_2007
"Instalación, conexión, contador del servicio de gas natural",1958,Fijos,False,DANE_ENIG_2006_2007
Gas natural por tubería,17897,Fijos,False,DANE_ENIG_2006_2007
"Combustibles líquidos para cocinar: gasolina, kerosene, petróleo, alcohol, etc.",10379,Fijos,False,DANE_ENIG_2006_2007
"Combustibles sólidos para cocinar: leña, carbón vegetal, carbón, mineral, etc.",14749,Fijos,False,DANE_ENIG_2006_2007
Cama sencilla,4576,Salidas,True,DANE_ENIG_2006_2007
"Cama semidoble, doble, king size",7401,Salidas,True,DANE_ENIG_2006_2007
Cunas y corral para bebé,7446,Salidas,True,DANE_ENIG_2006_2007
Juego completo de muebles de alcoba,42419,Salidas,False,DANE_ENIG_2006_2007
Juego completo de muebles de sala,38148,Salidas,False,DANE_ENIG_2006_2007
Juego completo de muebles de comedor,18094,Salidas,False,DANE_ENIG_2006_2007
Gabinetes de baño,1966,Salidas,True,DANE_ENIG_2006_2007
Muebles para computador o centros de entretenimiento,684,Salidas,True,DANE_ENIG_2006_2007
"Colchones, somiers y colchonetas",4772,Salidas,True,DANE_ENIG_2006_2007
"Sillas, sillones, sofás, sofacamas",2063,Salidas,True,DANE_ENIG_2006_2007
"Asientos, mecedoras, butacos, bancas",2221,Salidas,True,DANE_ENIG_2006_2007
"Armarios, clósets, cómodas, chifoniers, escaparates, roperos, baules",8126,Salidas,True,DANE_ENIG_2006_2007
Bibliotecas y muebles modulares,8447,Salidas,True,DANE_ENIG_2006_2007
Lámparas de techo o de pie,12500,Salidas,False,DANE_ENIG_2006_2007
"Velas, veladoras, velones",2333,Salidas,True,DANE_ENIG_2006_2007
"Espejos, portaretratos y percheros",3372,Salidas,True,DANE_ENIG_2006_2007
"Telas para confeccionar ropa de cama, manteles, cortinas y forros de muebles",2260,Salidas,True,DANE_ENIG_2006_2007
"Juego completo de sábanas, sobresábanas y fundas",3729,Salidas,True,DANE_ENIG_2006_2007
"Sábanas, sobresabanas y fundas sueltas",2830,Salidas,True,DANE_ENIG_2006_2007
"Cubrelechos, cubrecamas, colchas para cama",5284,Salidas,True,DANE_ENIG_2006_2007
Cobijas y mantas para adultos,4016,Salidas,True,DANE_ENIG_2006_2007
"Cobijas, mantas y cobertores para bebés",2842,Salidas,True,DANE_ENIG_2006_2007
"Almohadas, cojines, almohadones",1905,Salidas,True,DANE_ENIG_2006_2007
"Hamacas, chinchorros, toldillos, mosquiteros",2949,Salidas,True,DANE_ENIG_2006_2007
"Ropa de mesa: Manteles, caminos de mesa, individuales y servilletas de tela para comedor",3013,Salidas,True,DANE_ENIG_2006_2007
Toallas de tela para baño,1258,Salidas,True,DANE_ENIG_2006_2007
Cortinas para baño,900,Salidas,True,DANE_ENIG_2006_2007
Cortinas confeccionadas,4093,Salidas,True,DANE_ENIG_2006_2007
Lanas y telas para tejidos y decoración del hogar,1802,Salidas,True,DANE_ENIG_2006_2007
Banderas y escudos en general,417,Salidas,True,DANE_ENIG_2006_2007
"Neveras, refrigeradores y congeladores",41883,Salidas,False,DANE_ENIG_2006_2007
Lavadora y secadora de ropa,30041,Salidas,False,DANE_ENIG_2006_2007
Estufa a gas,12362,Salidas,False,DANE_ENIG_2006_2007
Estufa eléctrica,3840,Salidas,True,DANE_ENIG_2006_2007
Hornos eléctricos y hornos de gas,7500,Salidas,True,DANE_ENIG_2006_2007
Hornos microondas,14502,Salidas,False,DANE_ENIG_2006_2007
Pipetas o cilindros de gas (envase sin incluir el gas),3484,Salidas,True,DANE_ENIG_2006_2007
Calentadores eléctricos,5417,Salidas,True,DANE_ENIG_2006_2007
Calentador de gas,3333,Salidas,True,DANE_ENIG_2006_2007
Ventiladores o abanicos fijos,5035,Salidas,True,DANE_ENIG_2006_2007
"Máquinas de coser, tejer, fileteadoras y telares",3333,Salidas,True,DANE_ENIG_2006_2007
Plancha eléctrica,3134,Salidas,True,DANE_ENIG_2006_2007
"Licuadora, picadora y ayudante de cocina eléctrico",5305,Salidas,True,DANE_ENIG_2006_2007
Batidora y mezcladora eléctrica,3130,Salidas,True,DANE_ENIG_2006_2007
"Sanducheras, wafleras y tostadoras eléctricas",4470,Salidas,True,DANE_ENIG_2006_2007
Extractor de zumos y exprimidor eléctricos,2471,Salidas,True,DANE_ENIG_2006_2007
Ollas arroceras y freidoras eléctricas,6943,Salidas,True,DANE_ENIG_2006_2007
"Cuchillos, afila cuchillos y abrelatas eléctricos",480,Salidas,True,DANE_ENIG_2006_2007
Encendedores eléctricos y no eléctricos para estufa,1159,Salidas,True,DANE_ENIG_2006_2007
Ventiladores o abanicos movibles,4333,Salidas,True,DANE_ENIG_2006_2007
Duchas eléctricas,1362,Salidas,True,DANE_ENIG_2006_2007
Repuestos para aparatos domésticos,1175,Salidas,True,DANE_ENIG_2006_2007
Reparación de aparatos y utensilios domésticos,3315,Salidas,True,DANE_ENIG_2006_2007
"Alquiler de artefactos o aparatos domésticos (lavadoras, computadores, etc)",845,Salidas,True,DANE_ENIG_2006_2007
"Vajilla completa, juego de té o café y otros juegos completos (vaso, jarra, copas)",2619,Salidas,True,DANE_ENIG_2006_2007
"Platos, pocillos, tazas, Mugs",4467,Salidas,True,DANE_ENIG_2006_2007
"Vasos, copas, jarras",2763,Salidas,True,DANE_ENIG_2006_2007
"Bandejas, ensaladeras, soperas, dulceras",3885,Salidas,True,DANE_ENIG_2006_2007
Refractarias,2667,Salidas,True,DANE_ENIG_2006_2007
Otros artículos de cristalería y vajilla,10811,Salidas,False,DANE_ENIG_2006_2007
Juego completo de cubiertos de mesa y cocina,10192,Salidas,False,DANE_ENIG_2006_2007
"Cucharas, cucharitas, tenedores, cuchillos, cucharones, tijeras de cocina",2191,Salidas,True,DANE_ENIG_2006_2007
"Ollas, cacerolas, cazuelas y sartenes de aluminio, esmaltadas y de teflón",10828,Salidas,False,DANE_ENIG_2006_2007
Ollas a presión,26691,Salidas,False,DANE_ENIG_2006_2007
"Molinillos, coladeras, coladores, pinzas para hielo, abrelatas y sacacorchos manuales, piedras de af",1684,Salidas,True,DANE_ENIG_2006_2007
"Molinos, ralladores, picadoras manuales y exprimidores de jugo",4091,Salidas,True,DANE_ENIG_2006_2007
"Tablas para picar, morteros y mazos, escurridorres de aceite",1676,Salidas,True,DANE_ENIG_2006_2007
Servilleteros,667,Salidas,True,DANE_ENIG_2006_2007
Termos,6625,Salidas,True,DANE_ENIG_2006_2007
Esterilizadores o calentadores de teteros,7333,Salidas,True,DANE_ENIG_2006_2007
