descripcion,monto,categoria,es_gasto_hormiga
onces lunes,11110,Salidas,True
recibo luz abril,176999,Fijos,False
cuota crédito davivienda,200000,Fijos,False
jeans en arturo calle,206714,Salidas,False
pension colegio enero,250000,Fijos,False
spotify estándar diciembre,13900,Susc.,True
internet claro septiembre,89900,Fijos,False
taxi al la universidad,22890,Salidas,True
hbo max julio,19900,Susc.,False
mercado en ara mensual,208518,Salidas,False
youtube premium junio,14900,Susc.,False
globos y decoración,36430,Salidas,False
ingreso plataforma digital septiembre,500000,Ingresos,False
mercerias el remate,32996,Salidas,False
dulces tienda sábado,1489,Salidas,True
catering empresa,797011,Salidas,False
spotify premium familia,26900,Susc.,False
cafe en el carrito,1000,Salidas,True
speed energy,5000,Salidas,True
indriver al el éxito,8548,Salidas,True
quincena enero,1250000,Ingresos,False
freelance fotografía,800000,Ingresos,False
dominio y hosting junio,120000,Susc.,False
mesada universitaria junio,400000,Ingresos,False
microsoft 365 abril,65000,Susc.,False
recibo gas febrero,58716,Fijos,False
ingreso agricola mes,1200000,Ingresos,False
pagos clasiapartamentos,0,Ingresos,False
avena en vaso,2000,Salidas,True
pandebono viernes,2786,Salidas,True
pensión vejez marzo,2000000,Ingresos,False
ingreso plataforma digital febrero,300000,Ingresos,False
recibo luz marzo,129168,Fijos,False
sudadera para el gym,105803,Salidas,False
ancheta navideña,178505,Salidas,False
cuota hipoteca scotiabank,600000,Fijos,False
ancheta empresarial,317373,Salidas,False
onces familiares,50000,Salidas,True
subsidio gobierno mayo,100000,Ingresos,False
ingreso extra fotografía,200000,Ingresos,False
asado dominguero,291803,Salidas,False
pension colegio diciembre,900000,Fijos,False
plan celular etb,65000,Fijos,False
limonada natural,5000,Salidas,True
pension colegio noviembre,900000,Fijos,False
domicilio domicilios.com cena,29163,Salidas,True
recibo luz enero,78847,Fijos,False
recibo luz octubre,177778,Fijos,False
hotel barichara,280000,Salidas,False
vpn personal mensual,25000,Susc.,True
cuota hipoteca daviplata,1800000,Fijos,False
dulces tienda sábado,4654,Salidas,True
disney plus mensual,21900,Susc.,False
plan celular tigo,45000,Fijos,False
pago eps abril,100000,Fijos,False
metro de las la tarde,3984,Salidas,True
venta comida rapida mes,1800000,Ingresos,False
recibo gas septiembre,63607,Fijos,False
domicilio glovo pollo,38699,Salidas,True
funda de celular,35000,Salidas,True
helado de mora,3337,Salidas,True
mercado en carulla,320000,Salidas,False
internet claro agosto,69900,Fijos,False
helado de fresa,4157,Salidas,True
netflix estándar julio,42900,Susc.,False
útiles escolares del niño,95000,Salidas,False
quincena noviembre,2000000,Ingresos,False
veterinario consulta,98812,Salidas,False
honorarios fotografía septiembre,3000000,Ingresos,False
seguro vida mayo,50000,Fijos,False
lonchera del niño sábado,16142,Salidas,True
arepa con huevo,4020,Salidas,True
tenis balenciaga,1025152,Salidas,False
gym crossfit agosto,89900,Susc.,False
transferencia bancolombia,485906,Salidas,False
dominio y hosting junio,35000,Susc.,False
mercado en jumbo,241955,Salidas,False
pandebono jueves,2893,Salidas,True
regalo dia de la madre,126216,Salidas,False
dulces tienda martes,3500,Salidas,True
tragos viernes,66429,Salidas,True
colaboracion iglesia diezmo,250000,Fijos,False
directv mensual,95000,Fijos,False
spotify con anuncios julio,26900,Susc.,True
mercado en ara mensual,250518,Salidas,False
tragos viernes,41013,Salidas,True
prime video diciembre,14900,Susc.,False
torta de pollo,15000,Salidas,True
tragos sábado,65361,Salidas,True
cuota crédito davivienda,600000,Fijos,False
seguro soat julio,65000,Fijos,False
juguetes navidad,265297,Salidas,False
mercado en ara mensual,220000,Salidas,False
remesas exterior junio,2000000,Ingresos,False
comision julio,300000,Ingresos,False
apuesta codere,20000,Salidas,True
seguro vida noviembre,85000,Fijos,False
seguro vida marzo,50000,Fijos,False
rappi prime enero,17900,Susc.,True
entrada cine con novio,44000,Salidas,True
smart tv samsung,1633997,Salidas,False
cerveza corona,12000,Salidas,True
cuota fondo empleados,100000,Fijos,False
dulces tienda viernes,4237,Salidas,True
seguro soat octubre,45000,Fijos,False
plan celular claro,29900,Fijos,False
buseta a el aeropuerto,3540,Salidas,True
morral para el colegio,120160,Salidas,False
honorarios edición diciembre,3000000,Ingresos,False
tenis balenciaga,835457,Salidas,False
hbo max mayo,23900,Susc.,False
cena martes,33033,Salidas,True
microsoft 365 octubre,65000,Susc.,False
yuca y platano semanal,15315,Salidas,False
helado de coco,7710,Salidas,True
lechona de la region,380000,Salidas,False
devolución iva enero,200000,Ingresos,False
verduras en la plaza mensual semanal,71182,Salidas,False
pizza dominos para el trabajo,47049,Salidas,False
pago eps abril,100000,Fijos,False
xbox game pass octubre,29900,Susc.,False
tiquete latam bogota cali,153941,Salidas,False
lechona de la region,385763,Salidas,False
cafe en la tienda,14157,Salidas,True
cafe en la tienda,5814,Salidas,True
desodorante axe,22000,Salidas,True
helado de limón,2457,Salidas,True
arriendo julio,950000,Fijos,False
mercerias el remate,37959,Salidas,False
mercado en jumbo,249089,Salidas,False
cigarrillo rubios,3500,Salidas,True
empanada de espinaca,2584,Salidas,True
uber desde la rumba,25000,Salidas,True
alquiler de sillas y mesas,170627,Salidas,False
administración edificio febrero,250000,Fijos,False
domicilio hamburguesa,38000,Salidas,True
icloud 2000gb enero,19900,Susc.,True
subsidio gobierno septiembre,150000,Ingresos,False
suplementos proteína para el trabajo,166969,Salidas,False
adobe enero,139000,Susc.,False
mercado en carulla,325471,Salidas,False
xbox game pass febrero,19900,Susc.,False
whisky johnnie walker,120000,Salidas,False
pensión vejez abril,1200000,Ingresos,False
administración edificio marzo,150000,Fijos,False
arepa con chocolate,6897,Salidas,True
ingreso plataforma digital octubre,500000,Ingresos,False
devolución iva mayo,100000,Ingresos,False
venta computador,800000,Ingresos,False
seguro soat diciembre,55000,Fijos,False
mecato de la tarde,4000,Salidas,True
mecato de mediodía,2179,Salidas,True
gaseosa de carne,3399,Salidas,True
torta de cumpleaños para el trabajo,77867,Salidas,False
nomina julio,3500000,Ingresos,False
tragos viernes,59232,Salidas,True
hotel barichara para el trabajo,283089,Salidas,False
sueldo part time agosto,1000000,Ingresos,False
camisa en studio f,147456,Salidas,False
nomina agosto,3500000,Ingresos,False
arbol de navidad,250000,Salidas,False
libro fisico libreria,45000,Salidas,False
helado de chocolate,3211,Salidas,True
nevera nueva,1833007,Salidas,False
indriver al trabajo,9000,Salidas,True
pago eps abril,100000,Fijos,False
canva pro enero,49900,Susc.,True
plan celular etb,85000,Fijos,False
pension universidad enero,1200000,Fijos,False
taxi al la farmacia,19623,Salidas,True
raspa y gana,7989,Salidas,True
buñuelo de las 8,2817,Salidas,True
mesada universitaria octubre,400000,Ingresos,False
tenis balenciaga,1012094,Salidas,False
café sello rojo,12000,Salidas,True
cena viernes,17248,Salidas,True
buñuelo antes de almuerzo,1905,Salidas,True
deuda tributaria dian,500000,Fijos,False
perfume versace,408076,Salidas,False
sueldo auxiliar contable,1400000,Ingresos,False
nomina diciembre,1600000,Ingresos,False
venta electrodoméstico,50000,Ingresos,False
mecato de las 8,3999,Salidas,True
cafe en la panadería,5322,Salidas,True
icloud 5gb junio,35900,Susc.,True
comision septiembre,700000,Ingresos,False
contribucion colecta,50000,Salidas,True
nomina mayo,3500000,Ingresos,False
cuota carro bancolombia,750000,Fijos,False
recarga celular claro,20889,Salidas,True
sueldo part time mayo,1000000,Ingresos,False
beca estudio enero,400000,Ingresos,False
pizza dominos,48816,Salidas,False
cuota moderadora eps,9400,Fijos,False
seguro vida octubre,65000,Fijos,False
tour villa de leyva,445634,Salidas,False
recibo acueducto noviembre,45705,Fijos,False
helado de chocolate,4245,Salidas,True
buñuelo mañana,1517,Salidas,True
cable claro hogar,85000,Fijos,False
pension universidad enero,900000,Fijos,False
subsidio gobierno septiembre,100000,Ingresos,False
ingreso extra marketing,200000,Ingresos,False
ancheta empresarial,300000,Salidas,False
notion premium,35000,Susc.,True
chocolates para la novia,55000,Salidas,True
administración edificio julio,200000,Fijos,False
antidepresivos,85000,Fijos,False
icloud 50gb enero,3900,Susc.,True
netflix premium octubre,17900,Susc.,False
cuadernos college,35000,Salidas,True
recibo gas junio,100961,Fijos,False
festival rumba stereo,170485,Salidas,False
cena miércoles,27210,Salidas,True
recibo luz noviembre,157552,Fijos,False
remesas exterior abril,2000000,Ingresos,False
propina domicilio,4426,Salidas,True
empaque para envio,8000,Salidas,True
nomina noviembre,3000000,Ingresos,False
domicilio ifood pizza,25469,Salidas,True
domicilio domicilios.com pollo,23958,Salidas,True
comision enero,700000,Ingresos,False
frutas en el mercado,40525,Salidas,False
prime video junio,17900,Susc.,False
quincena agosto,800000,Ingresos,False
plan celular movistar,49000,Fijos,False
ingreso uber driver octubre,2200000,Ingresos,False
visita al pueblo,250000,Salidas,False
parqueadero la tienda,10280,Salidas,True
microsoft 365 diciembre,42900,Susc.,False
arriendos recibidos marzo,800000,Ingresos,False
buñuelo de la tarde,2233,Salidas,True
disney plus octubre,17900,Susc.,False
tiquete flota cali bogota quincenal,110244,Salidas,False
venta muebles,100000,Ingresos,False
trucha en restaurante de hoy,38123,Salidas,False
administración edificio octubre,180000,Fijos,False
desayuno domingo,10304,Salidas,True
recibo acueducto marzo,49009,Fijos,False
metro de las de mediodía,3646,Salidas,True
mercado en el éxito mensual,566153,Salidas,False
icloud 2000gb enero,7900,Susc.,True
vpn premium mensual,35000,Susc.,True
arriendos recibidos septiembre,1000000,Ingresos,False
pension vejez colpensiones,1500000,Ingresos,False
spotify estándar febrero,17900,Susc.,True
lotería sábado,3244,Salidas,True
netflix premium abril,29900,Susc.,False
secador de pelo,80883,Salidas,False
venta mercado libre marzo,300000,Ingresos,False
comparendo,378000,Fijos,False
lengua en salsa para la casa,38986,Salidas,False
cuota crédito banco de bogotá,300000,Fijos,False
gaseosa de verduras,2764,Salidas,True
toallas baño,51842,Salidas,False
quincena mayo,1000000,Ingresos,False
internet claro febrero,69900,Fijos,False
venta mercado libre septiembre,500000,Ingresos,False
pago freelance diseño,500000,Ingresos,False
buseta a el trabajo,2298,Salidas,True
suplemento creatina,80000,Salidas,True
netflix premium octubre,29900,Susc.,False
bandeja paisa completa,32000,Salidas,False
maquina de afeitar quincenal,187044,Salidas,False
juguetes navidad,320000,Salidas,False
cerveza águila con los parces,8000,Salidas,True
aporte pensión septiembre,400000,Fijos,False
medias en d1,15000,Salidas,True
mercado en el exito mensual,728627,Salidas,False
mecato mañana,3000,Salidas,True
arriendo mayo,1500000,Fijos,False
veterinario consulta,120000,Salidas,False
quincena octubre,2000000,Ingresos,False
suscripcion meditacion calm,29900,Susc.,True
pensión vejez septiembre,1200000,Ingresos,False
freelance traducciones,700000,Ingresos,False
carne de res kilos,55000,Salidas,False
arepa con queso,3374,Salidas,True
indriver al el aeropuerto,11533,Salidas,True
arroz en bulto,85451,Salidas,False
remesas exterior enero,1500000,Ingresos,False
seguro vida octubre,50000,Fijos,False
cuota tarjeta davivienda,300000,Fijos,False
papas salchipapa miércoles,10656,Salidas,True
recarga celular etb,29613,Salidas,True
dominio y hosting febrero,75000,Susc.,False
prestamo amigo devuelto,150000,Ingresos,False
tragos martes,39744,Salidas,True
puchero bogotano,31892,Salidas,False
buseta a el éxito,3445,Salidas,True
arepa con queso,7243,Salidas,True
ingreso delivery rappi,1200000,Ingresos,False
suscripcion app abril,25000,Susc.,True
mesada universitaria octubre,500000,Ingresos,False
propina domicilio,2160,Salidas,True
freelance marketing,1500000,Ingresos,False
nomina mayo,3500000,Ingresos,False
quincena enero,2500000,Ingresos,False
lechona tolimense para la casa,38053,Salidas,False
domicilio rappi almuerzo,28000,Salidas,True
airpods,891277,Salidas,False
gym smart fit octubre,150000,Susc.,False
mercado en carulla,372486,Salidas,False
kit de limpieza hogar,65000,Salidas,False
ropa interior tennis,85000,Salidas,False
vacaciones en san andrés para el trabajo,2147938,Salidas,False
utiles escolares del niño,83499,Salidas,False
vacaciones en san andrés,1998286,Salidas,False
youtube premium enero,18900,Susc.,False
taxi al el éxito,13292,Salidas,True
taxi al el jumbo,20649,Salidas,True
taxi al aeropuerto,55000,Salidas,True
recarga celular etb,12721,Salidas,True
cigarrillo piel roja,4000,Salidas,True
onces lunes,11642,Salidas,True
arepa con huevo,6750,Salidas,True
seguro vida noviembre,50000,Fijos,False
hbo max noviembre,35900,Susc.,False
spotify estándar septiembre,13900,Susc.,True
buseta a el éxito,2956,Salidas,True
aspirina,5000,Salidas,True
ron viejo de caldas,40000,Salidas,True
beca estudio marzo,300000,Ingresos,False
bocadillo veleño,1000,Salidas,True
indriver al el jumbo,11269,Salidas,True
regalo quince años,250000,Salidas,False
seguro vida agosto,65000,Fijos,False
red bull,7500,Salidas,True
ingreso extra marketing,1000000,Ingresos,False
papas salchipapa domingo,11613,Salidas,True
papa y sal del asado,15000,Salidas,True
microsoft 365 enero,42900,Susc.,False
rumba viernes,149301,Salidas,False
domicilio uber eats wraps,38063,Salidas,True
taxi al el trabajo,20561,Salidas,True
mesada universitaria marzo,700000,Ingresos,False
trucha en restaurante,42294,Salidas,False
ingreso extra marketing,100000,Ingresos,False
canva pro febrero,49900,Susc.,True
cuota hipoteca banco de bogotá,800000,Fijos,False
caldo de papa,8000,Salidas,True
puchero bogotano,35000,Salidas,False
chatgpt mensual,65000,Susc.,True
útiles escolares del niño de hoy,106175,Salidas,False
administración edificio junio,150000,Fijos,False
tinto de las 8,1207,Salidas,True
ayuda económica a los viejos,500000,Fijos,False
reembolso gastos empresa,150000,Ingresos,False
adobe julio,120000,Susc.,False
cuota hipoteca scotiabank,800000,Fijos,False
mesada universitaria julio,800000,Ingresos,False
recibo del gas natural,85000,Fijos,False
disney plus octubre,21900,Susc.,False
freelance fotografía,1000000,Ingresos,False
ropa deportiva para la casa,173030,Salidas,False
tacos en restaurante,25000,Salidas,True
bono productividad marzo,200000,Ingresos,False
libro fisico libreria quincenal,47865,Salidas,False
carne para el asado quincenal,123298,Salidas,False
gym crossfit septiembre,89900,Susc.,False
regalo baby shower,150000,Salidas,False
gimnasio mensual,120000,Susc.,False
suscripcion app agosto,25000,Susc.,True
gym spinning club mayo,100000,Susc.,False
lotería domingo,2831,Salidas,True
arriendo septiembre,1100000,Fijos,False
mostaza,6000,Salidas,True
comision marzo,500000,Ingresos,False
pension universidad julio,1200000,Fijos,False
arriendo casa barrio popular,800000,Fijos,False
quincena agosto,1000000,Ingresos,False
recibo gas agosto,99811,Fijos,False
nomina septiembre,3500000,Ingresos,False
papa al por mayor,23265,Salidas,False
nequi recarga,82991,Salidas,False
recibo luz abril,108614,Fijos,False
adobe noviembre,120000,Susc.,False
empanada de pollo,1612,Salidas,True
ingreso extra consultoría,1000000,Ingresos,False
botella aguardiente para fiesta,55000,Salidas,True
salario ingeniero junior,3200000,Ingresos,False
clases de ingles enero,200000,Susc.,False
vpn estándar mensual,35000,Susc.,True
cena lunes,23443,Salidas,True
taxi al el banco,10153,Salidas,True
tragos sábado,58442,Salidas,True
ancheta empresarial,316351,Salidas,False
tragos lunes,51538,Salidas,True
comision agosto,700000,Ingresos,False
parqueadero la tienda,9170,Salidas,True
cuota de la casa davivienda,1200000,Fijos,False
coca cola 2 litros,7000,Salidas,True
youtube premium abril,18900,Susc.,False
toner impresora,195493,Salidas,False
picada con los parces,113889,Salidas,True
chance martes,5151,Salidas,True
recarga celular tigo,8202,Salidas,True
recarga celular etb,19908,Salidas,True
google one 100gb,7900,Susc.,True
suscripcion app agosto,25000,Susc.,True
pension universidad abril,1800000,Fijos,False
pension universidad marzo,900000,Fijos,False
xbox game pass julio,29900,Susc.,False
toallas higienicas nosotras,22000,Salidas,True
subsidio gobierno septiembre,400000,Ingresos,False
beca estudio julio,500000,Ingresos,False
vestido de baño,105459,Salidas,False
lavado en lavanderí a,29899,Salidas,False
picada con los parces,41469,Salidas,True
helado de mango,2518,Salidas,True
cafe en el puesto,12930,Salidas,True
chatgpt plus octubre,65000,Susc.,True
seguro vida febrero,120000,Fijos,False
freelance asesoría,1500000,Ingresos,False
helado de coco,6469,Salidas,True
vestido de baño,95000,Salidas,False
cena semana,20176,Salidas,True
pension colegio marzo,900000,Fijos,False
honorarios marketing enero,3000000,Ingresos,False
plataforma estudio enero,95000,Susc.,False
nevera nueva,2078291,Salidas,False
seguro soat febrero,75000,Fijos,False
paquete de papas margarita,2500,Salidas,True
lengua en salsa,37820,Salidas,False
seguro soat noviembre,65000,Fijos,False
onces semana,8573,Salidas,True
seguro vida enero,50000,Fijos,False
dominio y hosting enero,50000,Susc.,False
propina domicilio,4643,Salidas,True
tenis adidas para la casa,311482,Salidas,False
recibo gas enero,81845,Fijos,False
pago eps agosto,120000,Fijos,False
honorarios diseño marzo,2000000,Ingresos,False
suscripcion app octubre,9900,Susc.,True
taxi al la terminal,18557,Salidas,True
smart tv samsung,1717190,Salidas,False
pandebono lunes,3751,Salidas,True
sobrebarriga guisada,28000,Salidas,False
jugo tampico,4000,Salidas,True
salario conductor bus,1400000,Ingresos,False
propina domicilio,3950,Salidas,True
azúcar morena,5000,Salidas,True
mercado en d1 mensual,250000,Salidas,False
venta en mercado libre,250000,Ingresos,False
gym crossfit febrero,100000,Susc.,False
dulces tienda martes,4485,Salidas,True
seguro vida septiembre,85000,Fijos,False
nomina octubre,1600000,Ingresos,False
shawarma en el centro,18000,Salidas,True
audifonos jbl,237252,Salidas,False
cena jueves,23361,Salidas,True
frutas en el mercado,40188,Salidas,False
internet wom marzo,49900,Fijos,False
gaseosa de carne,4610,Salidas,True
lonchera del niño viernes,15682,Salidas,True
netflix mensual basico,17900,Susc.,False
cigarrillo marlboro,7000,Salidas,True
vpn familiar mensual,19900,Susc.,True
recibo de luz celsia,88000,Fijos,False
aluminio reynolds,12000,Salidas,True
gym smart fit enero,70000,Susc.,False
recibo acueducto diciembre,59218,Fijos,False
nevera nueva para la casa,2010085,Salidas,False
indriver al el jumbo,13921,Salidas,True
proteina whey quincenal,160927,Salidas,False
ingreso uber driver abril,1400000,Ingresos,False
transferencia familia noviembre,300000,Ingresos,False
chance domingo,3232,Salidas,True
indriver al el banco,17003,Salidas,True
mecato del medio día,5953,Salidas,True
cuota crédito banco de bogotá,400000,Fijos,False
raspa y gana,4664,Salidas,True
dulces tienda martes,1043,Salidas,True
bono productividad noviembre,1000000,Ingresos,False
netflix plan premium,42900,Susc.,False
pizza dominos,64042,Salidas,False
lengua en salsa,35000,Salidas,False
empanada de verduras,3857,Salidas,True
cafe oma,8500,Salidas,True
parto clinica privada,3500000,Fijos,False
frutas en el mercado quincenal,46154,Salidas,False
quincena agosto,600000,Ingresos,False
prime video noviembre,14900,Susc.,False
venta ropa olx,120000,Ingresos,False
entrada parque nacional,35000,Salidas,True
arepa con hogao,5257,Salidas,True
sueldo part time marzo,800000,Ingresos,False
vpn premium mensual,19900,Susc.,True
administración edificio noviembre,200000,Fijos,False
recibo gas junio,60413,Fijos,False
plataforma estudio marzo,65000,Susc.,False
cuota tarjeta scotiabank,200000,Fijos,False
transferencia familia marzo,300000,Ingresos,False
domicilio ifood almuerzo,32184,Salidas,True
lavado en lavanderí a para el trabajo,37595,Salidas,False
pension universidad abril,900000,Fijos,False
tratamiento brackets,180000,Fijos,False
secador de pelo,105095,Salidas,False
materiales universidad para el trabajo,143075,Salidas,False
pandebono domingo,3647,Salidas,True
arriendo diciembre,1200000,Fijos,False
icloud 50gb,3900,Susc.,True
recarga celular etb,9580,Salidas,True
catering empresa,800000,Salidas,False
recarga celular wom,26951,Salidas,True
cuota crédito banco de bogotá,200000,Fijos,False
cuota hipoteca nequi,900000,Fijos,False
cerveza pilsen,6500,Salidas,True
tragos jueves,32981,Salidas,True
plancha de pelo del mes,132279,Salidas,False
buñuelo de las 8,2258,Salidas,True
seguro soat noviembre,45000,Fijos,False
parqueadero oma,8811,Salidas,True
papas salchipapa lunes,8230,Salidas,True
rappi prime febrero,17900,Susc.,True
gym spinning club abril,70000,Susc.,False
venta mercado libre enero,500000,Ingresos,False
metro de las noche,3364,Salidas,True
mecato de la tarde,5367,Salidas,True
devolución iva noviembre,100000,Ingresos,False
buñuelo de las 8,1137,Salidas,True
cuota tarjeta scotiabank,250000,Fijos,False
remesas exterior noviembre,500000,Ingresos,False
adobe agosto,120000,Susc.,False
remesas exterior mayo,1500000,Ingresos,False
olla a presión,250000,Salidas,False
recibo acueducto febrero,51020,Fijos,False
domicilio glovo hamburguesa,24869,Salidas,True
medicamentos droguería,45000,Fijos,False
lonchera del niño miércoles,12097,Salidas,True
dominio y hosting septiembre,50000,Susc.,False
buseta a el aeropuerto,2259,Salidas,True
devolución iva mayo,150000,Ingresos,False
mecato del medio día,2316,Salidas,True
desayuno jueves,15883,Salidas,True
lonchera del niño lunes,13954,Salidas,True
bono productividad enero,500000,Ingresos,False
quincena enero,1500000,Ingresos,False
plataforma estudio diciembre,45000,Susc.,False
leche en caja del mes,8292,Salidas,False
honorarios edición febrero,1500000,Ingresos,False
taxi al el parque,11802,Salidas,True
daviplata transferencia,169528,Salidas,False
recibo acueducto agosto,54169,Fijos,False
lotería martes,4969,Salidas,True
recibo acueducto octubre,56595,Fijos,False
remesas exterior junio,500000,Ingresos,False
pension colegio octubre,250000,Fijos,False
recibo gas septiembre,113862,Fijos,False
cafe en starbucks,5047,Salidas,True
cuota tarjeta itaú,400000,Fijos,False
tinto la tarde,1523,Salidas,True
materiales universidad,120000,Salidas,False
ingreso uber driver mayo,800000,Ingresos,False
raspa y gana,9198,Salidas,True
spotify estándar febrero,26900,Susc.,True
onces domingo,6848,Salidas,True
regalo san valentín para la casa,123377,Salidas,False
vpn duo mensual,25000,Susc.,True
arepa de maiz,3000,Salidas,True
freelance asesoría,800000,Ingresos,False
remesas exterior mayo,800000,Ingresos,False
nomina quincenal febrero,1300000,Ingresos,False
metro de las antes de almuerzo,3229,Salidas,True
nomina abril,3500000,Ingresos,False
desayuno martes,11683,Salidas,True
ingreso extra traducciones,200000,Ingresos,False
hotel en cartagena noche quincenal,288250,Salidas,False
plan celular wom,29900,Fijos,False
mercado a los papás,149919,Salidas,False
linkedin premium,120000,Susc.,False
taxi al la farmacia,24247,Salidas,True
tinto de mediodía,1042,Salidas,True
papas salchipapa semana,8359,Salidas,True
subsidio gobierno enero,300000,Ingresos,False
seguro vida mayo,85000,Fijos,False
devolución iva octubre,300000,Ingresos,False
cerveza pilsen con parce,6850,Salidas,True
rappi prime abril,17900,Susc.,True
seguro vida abril,85000,Fijos,False
prime video marzo,17900,Susc.,False
nomina quincenal enero,1300000,Ingresos,False
ingreso uber driver junio,800000,Ingresos,False
regalo navidad familia del mes,231989,Salidas,False
mercado en carulla,306860,Salidas,False
arriendos recibidos mayo,500000,Ingresos,False
pension colegio octubre,350000,Fijos,False
hbo max septiembre,35900,Susc.,False
recibo luz diciembre,93031,Fijos,False
xbox game pass abril,19900,Susc.,False
gym body tech enero,89900,Susc.,False
recibo acueducto abril,68785,Fijos,False
recibo gas natural fenosa,78000,Fijos,False
recarga celular wom,24879,Salidas,True
libro fisico libreria,44331,Salidas,False
ingreso uber driver marzo,800000,Ingresos,False
gaseosa de pipián,3102,Salidas,True
buñuelo noche,1222,Salidas,True
papas salchipapa viernes,6808,Salidas,True
ingreso extra marketing,700000,Ingresos,False
transmilenio bogota,3400,Salidas,True
administracion edificio,150000,Fijos,False
taxi al la terminal,22483,Salidas,True
cafe en starbucks,9183,Salidas,True
cuota del crédito davivienda,450000,Fijos,False
tomate semanal de hoy,12358,Salidas,False
pandebono viernes,4478,Salidas,True
morral para el colegio,138906,Salidas,False
mecato de las 8,3967,Salidas,True
mercado semanal exito,183779,Salidas,False
electricista reparación,150000,Fijos,False
uber desde el gym,21599,Salidas,True
viaje a cartagena,927302,Salidas,False
recibo luz junio,174300,Fijos,False
mercado en jumbo,291019,Salidas,False
cuota tarjeta itaú,500000,Fijos,False
lonchera del niño jueves,9055,Salidas,True
tiquete aéreo bogotá-medellín,324245,Salidas,False
pasaje bus intermunicipal,61597,Salidas,False
mercado en carulla,297797,Salidas,False
mesada universitaria junio,800000,Ingresos,False
disney plus julio,17900,Susc.,False
mesada universitaria marzo,800000,Ingresos,False
subsidio gobierno noviembre,100000,Ingresos,False
escoba y trapero,41536,Salidas,False
cochinillo regional semanal,488624,Salidas,False
recibo luz junio,168283,Fijos,False
toallas baño del mes,48260,Salidas,False
salsa de tomate,8000,Salidas,True
cafe en el quiosco,1200,Salidas,True
gym body tech mensual,110000,Susc.,False
gaseosa postobón,2500,Salidas,True
libro fisico libreria de hoy,53950,Salidas,False
tragos martes,80768,Salidas,True
transferencia bancolombia,453584,Salidas,False
devolución iva septiembre,200000,Ingresos,False
cuota tarjeta daviplata,500000,Fijos,False
almuerzo jueves,18861,Salidas,True
arepa con mantequilla,7584,Salidas,True
honorarios traducciones diciembre,500000,Ingresos,False
materiales universidad,143005,Salidas,False
picada con los parces,53938,Salidas,True
bus intermunicipal al pueblo,25000,Salidas,True
tragos sábado,53910,Salidas,True
base maybelline,85000,Salidas,True
pension colegio septiembre,450000,Fijos,False
sarten,85000,Salidas,False
asado dominguero,250000,Salidas,False
playstation plus,29900,Susc.,False
pólvora silvestre,35000,Salidas,True
venta bicicleta,150000,Ingresos,False
gaseosa de espinaca,4900,Salidas,True
ingreso uber driver octubre,800000,Ingresos,False
desayuno miércoles,18809,Salidas,True
suscripcion app abril,25000,Susc.,True
seguro vida mayo,85000,Fijos,False
spotify familia marzo,22900,Susc.,True
aporte pensión enero,200000,Fijos,False
cebolla y ajo semanal,12000,Salidas,False
beca estudio abril,400000,Ingresos,False
honorarios traducciones abril,1500000,Ingresos,False
cerveza redd's con parce,11682,Salidas,True
honorarios desarrollo web noviembre,800000,Ingresos,False
plataforma estudio octubre,65000,Susc.,False
ingreso uber driver octubre,1000000,Ingresos,False
cuota hipoteca nequi,800000,Fijos,False
trucha en restaurante,45000,Salidas,False
chance lunes,7348,Salidas,True
uber desde la universidad,24888,Salidas,True
xbox game pass mayo,29900,Susc.,False
netflix premium septiembre,42900,Susc.,False
adobe septiembre,89000,Susc.,False
arepa con chocolate,7955,Salidas,True
youtube premium octubre,18900,Susc.,False
cena martes,27639,Salidas,True
buñuelo de mediodía,2907,Salidas,True
globos y decoración,48624,Salidas,False
seguro soat octubre,75000,Fijos,False
disney plus diciembre,21900,Susc.,False
sudadera para el gym de hoy,120561,Salidas,False
arriendo octubre,950000,Fijos,False
recibo luz octubre,162313,Fijos,False
plan celular tigo,29900,Fijos,False
pension universidad diciembre,1800000,Fijos,False
mesada universitaria agosto,600000,Ingresos,False
cerveza águila con parce,8884,Salidas,True
descanso parque del café de hoy,269122,Salidas,False
verduras en la plaza mensual,80000,Salidas,False
canva pro diciembre,65000,Susc.,True
smart tv samsung,1611470,Salidas,False
adobe diciembre,120000,Susc.,False
tenis adidas,364492,Salidas,False
venta ropa usada,150000,Ingresos,False
freelance traducciones,800000,Ingresos,False
recibo acueducto junio,71176,Fijos,False
seguro soat carro,550000,Fijos,False
indriver al el aeropuerto,15462,Salidas,True
subsidio gobierno febrero,400000,Ingresos,False
lavado en lavanderí a,38127,Salidas,False
lavadora de ropa,1863532,Salidas,False
arepa con huevo,4307,Salidas,True
medicina epend,25000,Fijos,False
buñuelo del medio día,2420,Salidas,True
tarjeta regalo falabella,83653,Salidas,False
recibo luz diciembre,178769,Fijos,False
adobe diciembre,139000,Susc.,False
devolución iva julio,100000,Ingresos,False
toallas baño para el trabajo,65181,Salidas,False
transferencia bancolombia para el trabajo,533595,Salidas,False
chatgpt plus julio,65000,Susc.,True
ingreso uber driver abril,1400000,Ingresos,False
recibo gas agosto,92538,Fijos,False
nomina marzo,2500000,Ingresos,False
globos y decoracion,38632,Salidas,False
pension colegio abril,600000,Fijos,False
venta moto,100000,Ingresos,False
gaseosa de pipián,2297,Salidas,True
