descripcion,monto,categoria,es_gasto_hormiga,fuente,peso,X
"Analgésicos: mejoral, aspirina, focus, dólex, asawín, advil, etc",4369,servicios,False,DANE_ENIG,1,"analgésicos: mejoral, aspirina, focus, dólex, asawín, advil, etc monto:bajo"
"Antiácidos: alkaseltser, sal de frutas, mylanta, pepsamar, etc.",2711,servicios,False,DANE_ENIG,1,"antiácidos: alkaseltser, sal de frutas, mylanta, pepsamar, etc. monto:bajo"
Antibióticos,12797,servicios,False,DANE_ENIG,1,antibióticos monto:bajo
Medicamentos antialérgicos (antihistamínicos): loratadina,9292,servicios,False,DANE_ENIG,1,medicamentos antialérgicos (antihistamínicos): loratadina monto:bajo
"Antigripales: desenfriol, dristán, etc.",4206,servicios,False,DANE_ENIG,1,"antigripales: desenfriol, dristán, etc. monto:bajo"
"Antiparasitario, antiamibiásicos, purgantes, laxantes",7779,servicios,False,DANE_ENIG,1,"antiparasitario, antiamibiásicos, purgantes, laxantes monto:bajo"
Antiartríticos y antirreumáticos,16826,servicios,False,DANE_ENIG,1,antiartríticos y antirreumáticos monto:bajo
Antidiabéticos,7935,servicios,False,DANE_ENIG,1,antidiabéticos monto:bajo
"Antiespasmódicos, antidiarréicos",16025,servicios,False,DANE_ENIG,1,"antiespasmódicos, antidiarréicos monto:bajo"
Antiinflamatorios,9342,servicios,False,DANE_ENIG,1,antiinflamatorios monto:bajo
"Cardiovasculares, medicamentos para la tensión arterial: Artensol, Aldomet, Captopril, etc.",34878,servicios,False,DANE_ENIG,1,"cardiovasculares, medicamentos para la tensión arterial: artensol, aldomet, captopril, etc. monto:medio"
"Desinfectantes: alcohol, menticol, yodo, merthiolate, mercurio cromo, agua oxigenada, árnica, isodin",3554,servicios,False,DANE_ENIG,1,"desinfectantes: alcohol, menticol, yodo, merthiolate, mercurio cromo, agua oxigenada, árnica, isodin monto:bajo"
"Suero oral, fisiológico, etc.",4709,servicios,False,DANE_ENIG,1,"suero oral, fisiológico, etc. monto:bajo"
Vacunas,1331,servicios,False,DANE_ENIG,1,vacunas monto:bajo
"Vitaminas, reconstituyentes, calcio y otros minerales",17705,servicios,False,DANE_ENIG,1,"vitaminas, reconstituyentes, calcio y otros minerales monto:bajo"
Aceite de hígado de bacalao,6865,servicios,False,DANE_ENIG,1,aceite de hígado de bacalao monto:bajo
"Productos formulados para uso dermatológico: Lociones, cremas, pomadas, unguento",12999,servicios,False,DANE_ENIG,1,"productos formulados para uso dermatológico: lociones, cremas, pomadas, unguento monto:bajo"
"Gotas para oidos, ojos y naríz",13186,servicios,False,DANE_ENIG,1,"gotas para oidos, ojos y naríz monto:bajo"
"Anticonceptivos orales (píldoras), óvulos, inyecciones, cremas anticonceptivas y parches",12222,servicios,False,DANE_ENIG,1,"anticonceptivos orales (píldoras), óvulos, inyecciones, cremas anticonceptivas y parches monto:bajo"
Medicamentos homeopáticos y bioenergéticos,57453,servicios,False,DANE_ENIG,1,medicamentos homeopáticos y bioenergéticos monto:medio
"Otras drogas sueltas: anestésicos, enzimas y sales biliares, diuréticos orales e inyectables y otros",30903,servicios,False,DANE_ENIG,1,"otras drogas sueltas: anestésicos, enzimas y sales biliares, diuréticos orales e inyectables y otros monto:medio"
Fórmula médica completa,64721,servicios,False,DANE_ENIG,1,fórmula médica completa monto:medio
Termómetros clínicos,1200,servicios,False,DANE_ENIG,1,termómetros clínicos monto:bajo
"Jeringas, agujas hipodérmicas",1697,servicios,False,DANE_ENIG,1,"jeringas, agujas hipodérmicas monto:bajo"
"Esparadrapo, vendas, gasas, curitas.",8079,servicios,False,DANE_ENIG,1,"esparadrapo, vendas, gasas, curitas. monto:bajo"
Dispositivo de pruebas de embarazo,5419,servicios,False,DANE_ENIG,1,dispositivo de pruebas de embarazo monto:bajo
"Otros implementos médicos: bolsas de agua caliente, bolsas de hielo, etc",10352,servicios,False,DANE_ENIG,1,"otros implementos médicos: bolsas de agua caliente, bolsas de hielo, etc monto:bajo"
Preservativos (condones),7245,servicios,False,DANE_ENIG,1,preservativos (condones) monto:bajo
"Anteojos, gafas o lentes de contacto formulados",6655,servicios,False,DANE_ENIG,1,"anteojos, gafas o lentes de contacto formulados monto:bajo"
Muletas y bastones ortopédicos,1250,servicios,False,DANE_ENIG,1,muletas y bastones ortopédicos monto:bajo
Zapatos ortopédicos,13333,servicios,False,DANE_ENIG,1,zapatos ortopédicos monto:bajo
"Soportes de cuello, bragueros, fajas quirúrgicas, medias elásticas para traumatología; soportes para",3424,servicios,False,DANE_ENIG,1,"soportes de cuello, bragueros, fajas quirúrgicas, medias elásticas para traumatología; soportes para monto:bajo"
"Otros aparatos ortopédicos: ojos de cristal, audífonos ortopédicos",6667,servicios,False,DANE_ENIG,1,"otros aparatos ortopédicos: ojos de cristal, audífonos ortopédicos monto:bajo"
Consulta médica general con médico particular,6999,servicios,False,DANE_ENIG,1,consulta médica general con médico particular monto:bajo
"Consulta médica con especialista particular: pediatría, oftalmología, ginecología, siquiatría, traum",17593,servicios,False,DANE_ENIG,1,"consulta médica con especialista particular: pediatría, oftalmología, ginecología, siquiatría, traum monto:bajo"
Servicios de especialistas en ortodoncia,30051,servicios,False,DANE_ENIG,1,servicios de especialistas en ortodoncia monto:medio
"Consulta particular con médicos homeópatas, bioenérgeticos y otros no tradicional",23735,servicios,False,DANE_ENIG,1,"consulta particular con médicos homeópatas, bioenérgeticos y otros no tradicional monto:bajo"
"Servicios odontológicos con odontólogos particulares: consultas, profilaxis, exodoncias (extracción)",64213,servicios,False,DANE_ENIG,1,"servicios odontológicos con odontólogos particulares: consultas, profilaxis, exodoncias (extracción) monto:medio"
"Servicios para particulares en centros de rayos X: radiografías (incluyendo las dentales), urografía",14758,servicios,False,DANE_ENIG,1,"servicios para particulares en centros de rayos x: radiografías (incluyendo las dentales), urografía monto:bajo"
"Exámenes de laboratorio para particulares: de sangre, bacteriológicos, serología, etc.",15015,servicios,False,DANE_ENIG,1,"exámenes de laboratorio para particulares: de sangre, bacteriológicos, serología, etc. monto:bajo"
"Servicios independientes de: acupunturistas, fonoaudiólogos, fisioterapeutas",10667,servicios,False,DANE_ENIG,1,"servicios independientes de: acupunturistas, fonoaudiólogos, fisioterapeutas monto:bajo"
Terapia de gimnasia correctiva recetada por médicos,5059,servicios,False,DANE_ENIG,1,terapia de gimnasia correctiva recetada por médicos monto:bajo
"Servicios de enfermería y maternidad en el hogar (partera, comadrona, enfermera privada)",33333,servicios,False,DANE_ENIG,1,"servicios de enfermería y maternidad en el hogar (partera, comadrona, enfermera privada) monto:medio"
"Consulta con teguas, empíricos, curanderos, yerbateros, comadronas, etc",8603,servicios,False,DANE_ENIG,1,"consulta con teguas, empíricos, curanderos, yerbateros, comadronas, etc monto:bajo"
"Cuotas moderadoras EPS, ARS (medicina, odontología, especialistas, medicamentos, examenes, etc.",8229,servicios,False,DANE_ENIG,1,"cuotas moderadoras eps, ars (medicina, odontología, especialistas, medicamentos, examenes, etc. monto:bajo"
"Bonos de medicina prepagada o pago en efectivo por consultas, odontología, medicamentos, examenes, e",11709,servicios,False,DANE_ENIG,1,"bonos de medicina prepagada o pago en efectivo por consultas, odontología, medicamentos, examenes, e monto:bajo"
"Servicios básicos hospitalarios para pacientes particulares internos: alojamiento, alimentación, tra",18077,servicios,False,DANE_ENIG,1,"servicios básicos hospitalarios para pacientes particulares internos: alojamiento, alimentación, tra monto:bajo"
"Servicios médicos hospitalarios para particulares: atención de médicos (generales y especialistas), ",63332,servicios,False,DANE_ENIG,1,"servicios médicos hospitalarios para particulares: atención de médicos (generales y especialistas), monto:medio"
"Servicios médicos menores (pequeña cirugía, cirugía ambulatoria, urgencias, etc.",11956,servicios,False,DANE_ENIG,1,"servicios médicos menores (pequeña cirugía, cirugía ambulatoria, urgencias, etc. monto:bajo"
Copagos (Pago adicional por hospitalizaciones o cirugias de beneficiarios de EPS),10045,servicios,False,DANE_ENIG,1,copagos (pago adicional por hospitalizaciones o cirugias de beneficiarios de eps) monto:bajo
Compra de vehículos usados para uso particular (incluye pagos por nacionalización y otros pagos),588526,alimentacion,False,DANE_ENIG,1,compra de vehículos usados para uso particular (incluye pagos por nacionalización y otros pagos) monto:alto
Compra de motocicletas y bicicletas con motor nuevas o usadas,258907,alimentacion,False,DANE_ENIG,1,compra de motocicletas y bicicletas con motor nuevas o usadas monto:alto
Gastos de matrículas o traspaso de motocicletas o bicicletas con motor,38333,alimentacion,False,DANE_ENIG,1,gastos de matrículas o traspaso de motocicletas o bicicletas con motor monto:medio
Compra de bicicletas nuevas o usadas,9774,alimentacion,True,DANE_ENIG,1,compra de bicicletas nuevas o usadas monto:bajo
Animales y vehículos de tracción animal para transporte de personas del hogar,1303,alimentacion,True,DANE_ENIG,1,animales y vehículos de tracción animal para transporte de personas del hogar monto:bajo
"Llantas y neumáticos, rines para vehículo",24619,alimentacion,False,DANE_ENIG,1,"llantas y neumáticos, rines para vehículo monto:bajo"
Motores para vehículo,208333,alimentacion,False,DANE_ENIG,1,motores para vehículo monto:alto
"Bujías, inyectores, filtros, amortiguadores, baterías, carburadores, distribuidores de corriente, vi",26499,alimentacion,False,DANE_ENIG,1,"bujías, inyectores, filtros, amortiguadores, baterías, carburadores, distribuidores de corriente, vi monto:bajo"
"Productos para la limpieza y conservación del vehículo: pintura, limpiadores, shampoo, ceras, ambien",17634,alimentacion,False,DANE_ENIG,1,"productos para la limpieza y conservación del vehículo: pintura, limpiadores, shampoo, ceras, ambien monto:bajo"
Herramientas para vehículos de transporte personal,1574,alimentacion,True,DANE_ENIG,1,herramientas para vehículos de transporte personal monto:bajo
"Piezas para bicicleta: Llantas, neumáticos, rines, manzanas, cadenas, cambios, piñones, guallas, sil",11486,alimentacion,False,DANE_ENIG,1,"piezas para bicicleta: llantas, neumáticos, rines, manzanas, cadenas, cambios, piñones, guallas, sil monto:bajo"
Gasolina corriente y extra,91304,alimentacion,False,DANE_ENIG,1,gasolina corriente y extra monto:medio
Gas vehicular,64950,alimentacion,False,DANE_ENIG,1,gas vehicular monto:medio
Combustible diesel,18015,alimentacion,False,DANE_ENIG,1,combustible diesel monto:bajo
"Aditivos, valvulinas, líquido para frenos, refrigerantes, etc.",7684,alimentacion,True,DANE_ENIG,1,"aditivos, valvulinas, líquido para frenos, refrigerantes, etc. monto:bajo"
"Mantenimiento y reparaciones efectuadas en el taller: engrase, sincronización, revisiones técnicas, ",130074,alimentacion,False,DANE_ENIG,1,"mantenimiento y reparaciones efectuadas en el taller: engrase, sincronización, revisiones técnicas, monto:medio"
Compra y cambio de aceite,9528,alimentacion,True,DANE_ENIG,1,compra y cambio de aceite monto:bajo
Servicios de latonería y pintura,24936,alimentacion,False,DANE_ENIG,1,servicios de latonería y pintura monto:bajo
Cuotas a clubes o compañías de servicos especiales para el vehículo,15000,alimentacion,False,DANE_ENIG,1,cuotas a clubes o compañías de servicos especiales para el vehículo monto:bajo
Pago mensual de parqueadero,48006,alimentacion,False,DANE_ENIG,1,pago mensual de parqueadero monto:medio
Pago de parqueadero o parquímetro por horas o días,12040,alimentacion,False,DANE_ENIG,1,pago de parqueadero o parquímetro por horas o días monto:bajo
Peajes,31545,alimentacion,False,DANE_ENIG,1,peajes monto:medio
Gastos en licencias y clases de conducción,15000,alimentacion,False,DANE_ENIG,1,gastos en licencias y clases de conducción monto:bajo
Comparendos y multas por infracciones,58334,alimentacion,False,DANE_ENIG,1,comparendos y multas por infracciones monto:medio
Certificado de gases y otras revisiones ordenadas por ley,3367,alimentacion,True,DANE_ENIG,1,certificado de gases y otras revisiones ordenadas por ley monto:bajo
"Pasaje en bus, buseta y colectivo",29243,alimentacion,False,DANE_ENIG,1,"pasaje en bus, buseta y colectivo monto:bajo"
"Pasaje en Transmilenio, MIO, etc",67258,alimentacion,False,DANE_ENIG,1,"pasaje en transmilenio, mio, etc monto:medio"
Taxi urbano,40441,alimentacion,False,DANE_ENIG,1,taxi urbano monto:medio
"Otros transporte urbano: servicio pirata, bicitaxi, mototaxi, funicular, telesfésrico, etc.",30281,alimentacion,False,DANE_ENIG,1,"otros transporte urbano: servicio pirata, bicitaxi, mototaxi, funicular, telesfésrico, etc. monto:medio"
"Pasaje intermunicipal en bus, buseta, colectivo, taxi, aero vans, chiva, campero, etc.",29282,alimentacion,False,DANE_ENIG,1,"pasaje intermunicipal en bus, buseta, colectivo, taxi, aero vans, chiva, campero, etc. monto:bajo"
Pasaje en transporte internacional terrestre,17810,alimentacion,False,DANE_ENIG,1,pasaje en transporte internacional terrestre monto:bajo
Transporte de equipajes por vía terrestre,13829,alimentacion,False,DANE_ENIG,1,transporte de equipajes por vía terrestre monto:bajo
Otro tipo de transporte intermunicipal,18016,alimentacion,False,DANE_ENIG,1,otro tipo de transporte intermunicipal monto:bajo
Pasaje en transporte interveredal y a ciudades dormitorio,41559,alimentacion,False,DANE_ENIG,1,pasaje en transporte interveredal y a ciudades dormitorio monto:medio
Transporte escolar prestado por el colegio (con buses propios o con empresa contratada),23791,alimentacion,False,DANE_ENIG,1,transporte escolar prestado por el colegio (con buses propios o con empresa contratada) monto:bajo
Transporte escolar particular contratado por los padres,41756,alimentacion,False,DANE_ENIG,1,transporte escolar particular contratado por los padres monto:medio
Transporte de pasajeros y equipaje en avión (incluye pagos por exceso de equipaje),80000,alimentacion,False,DANE_ENIG,1,transporte de pasajeros y equipaje en avión (incluye pagos por exceso de equipaje) monto:medio
Transporte de pasajeros y equipajes en helicóptero,25176,alimentacion,False,DANE_ENIG,1,transporte de pasajeros y equipajes en helicóptero monto:bajo
"Transporte de pasajeros y equipajes por mar, rios, caños, lagos, etc. En buque, navío, aerodeslizado",25921,alimentacion,False,DANE_ENIG,1,"transporte de pasajeros y equipajes por mar, rios, caños, lagos, etc. en buque, navío, aerodeslizado monto:bajo"
"Transporte de pasajeros y equipajes por mar, rios, caños, lagos, etc. En ferry, planchon, canoa y la",33792,alimentacion,False,DANE_ENIG,1,"transporte de pasajeros y equipajes por mar, rios, caños, lagos, etc. en ferry, planchon, canoa y la monto:medio"
Gastos por dos o más medios de transporte cuando el gasto no se puede discriminar,8422,alimentacion,True,DANE_ENIG,1,gastos por dos o más medios de transporte cuando el gasto no se puede discriminar monto:bajo
Servicio de trasteos y mudanzas,8170,alimentacion,True,DANE_ENIG,1,servicio de trasteos y mudanzas monto:bajo
"Envío de cartas, correspondencia, paquetes o encomiendas por correo (incluye compra de postales con ",9282,tecnologia,False,DANE_ENIG,1,"envío de cartas, correspondencia, paquetes o encomiendas por correo (incluye compra de postales con monto:bajo"
Pago por servicio de envío de giros postales,833,tecnologia,False,DANE_ENIG,1,pago por servicio de envío de giros postales monto:bajo
Apartado Aéreo,11442,tecnologia,False,DANE_ENIG,1,apartado aéreo monto:bajo
Compra de teléfonos fijos y accesorios,8609,tecnologia,False,DANE_ENIG,1,compra de teléfonos fijos y accesorios monto:bajo
Compra de celular y accesorios,12500,tecnologia,False,DANE_ENIG,1,compra de celular y accesorios monto:bajo
"Compra de radioteléfono, bepper, Avantel y accesorios",12502,tecnologia,False,DANE_ENIG,1,"compra de radioteléfono, bepper, avantel y accesorios monto:bajo"
"Llamadas de larga distancia nacional o internacional desde teléfonos públicos, cabinas telefónicas, ",8155,tecnologia,False,DANE_ENIG,1,"llamadas de larga distancia nacional o internacional desde teléfonos públicos, cabinas telefónicas, monto:bajo"
Pago de llamadas por minuto desde celular en la calle a cualquier destino,11986,tecnologia,False,DANE_ENIG,1,pago de llamadas por minuto desde celular en la calle a cualquier destino monto:bajo
Teléfono residencial (local y larga distancia),34950,tecnologia,False,DANE_ENIG,1,teléfono residencial (local y larga distancia) monto:medio
Instalación y reconexión de línea telefónica residencial,15657,tecnologia,False,DANE_ENIG,1,instalación y reconexión de línea telefónica residencial monto:bajo
Pago de servicio de telefono celular postpago,74150,tecnologia,False,DANE_ENIG,1,pago de servicio de telefono celular postpago monto:medio
Activación y reactivación de teléfono celular,3551,tecnologia,False,DANE_ENIG,1,activación y reactivación de teléfono celular monto:bajo
Pago por servicio de beeper o Avantel,20000,tecnologia,False,DANE_ENIG,1,pago por servicio de beeper o avantel monto:bajo
Pago de internet según demanda o por tiempo de uso,12270,tecnologia,False,DANE_ENIG,1,pago de internet según demanda o por tiempo de uso monto:bajo
Servicios de café internet,13325,tecnologia,False,DANE_ENIG,1,servicios de café internet monto:bajo
Pago por descargas de internet y suscripción a páginas web,2281,tecnologia,False,DANE_ENIG,1,pago por descargas de internet y suscripción a páginas web monto:bajo
Tarjetas prepago para celular,15844,tecnologia,False,DANE_ENIG,1,tarjetas prepago para celular monto:bajo
"Otras tarjetas prepago: local, larga distancia, internet, etc.",5818,tecnologia,False,DANE_ENIG,1,"otras tarjetas prepago: local, larga distancia, internet, etc. monto:bajo"
"Equipos de sonido, radiolas y tocadiscos",53379,alimentacion,False,DANE_ENIG,1,"equipos de sonido, radiolas y tocadiscos monto:medio"
Reproductores de CD,21667,alimentacion,False,DANE_ENIG,1,reproductores de cd monto:bajo
"Radio, radioreloj, grabadoras, radiograbadora",4640,alimentacion,True,DANE_ENIG,1,"radio, radioreloj, grabadoras, radiograbadora monto:bajo"
"Radio o equipo de sonido para vehículos (casetera, CD y MP3)",29167,alimentacion,False,DANE_ENIG,1,"radio o equipo de sonido para vehículos (casetera, cd y mp3) monto:bajo"
"Otros equipos para la recepción, grabación y reproducción de sonido",26708,alimentacion,False,DANE_ENIG,1,"otros equipos para la recepción, grabación y reproducción de sonido monto:bajo"
Televisor blanco y negro,17457,alimentacion,False,DANE_ENIG,1,televisor blanco y negro monto:bajo
Televisor a color convencional,32525,alimentacion,False,DANE_ENIG,1,televisor a color convencional monto:medio
Televisor de plasma o pantalla crsital liquido (LCD),46567,alimentacion,False,DANE_ENIG,1,televisor de plasma o pantalla crsital liquido (lcd) monto:medio
DVD,11810,alimentacion,False,DANE_ENIG,1,dvd monto:bajo
Teatro en casa,50000,alimentacion,False,DANE_ENIG,1,teatro en casa monto:medio
Cámaras fotográficas,36250,alimentacion,False,DANE_ENIG,1,cámaras fotográficas monto:medio
"Computadores personales, portátiles y de bolsillo",57930,alimentacion,False,DANE_ENIG,1,"computadores personales, portátiles y de bolsillo monto:medio"
Impresoras,13163,alimentacion,False,DANE_ENIG,1,impresoras monto:bajo
Calculadoras,1034,alimentacion,True,DANE_ENIG,1,calculadoras monto:bajo
"Webcam, Dispositivos de joystick y similares, Mouse, Teclados, Parlantes para computador, Cables par",1917,alimentacion,True,DANE_ENIG,1,"webcam, dispositivos de joystick y similares, mouse, teclados, parlantes para computador, cables par monto:bajo"
"Memoria de USB, memory sticks, tarjetas SD, lectores de SD",7083,alimentacion,True,DANE_ENIG,1,"memoria de usb, memory sticks, tarjetas sd, lectores de sd monto:bajo"
"Otros accesorios para computador: Forros, Pad mouse, etc.",5833,alimentacion,True,DANE_ENIG,1,"otros accesorios para computador: forros, pad mouse, etc. monto:bajo"
Casetes pregrabados de audio,3867,alimentacion,True,DANE_ENIG,1,casetes pregrabados de audio monto:bajo
CD´s y DVD´s pregrabados (excluir software y videojuegos),11266,alimentacion,False,DANE_ENIG,1,cd´s y dvd´s pregrabados (excluir software y videojuegos) monto:bajo
"Cintas, casetes, CD´s, DVD´s y disquetes vírgenes",9152,alimentacion,True,DANE_ENIG,1,"cintas, casetes, cd´s, dvd´s y disquetes vírgenes monto:bajo"
"Material para uso fotográfico: Rollos, cartuchos, discos vírgenes para uso otográfico y cinematográf",9461,alimentacion,True,DANE_ENIG,1,"material para uso fotográfico: rollos, cartuchos, discos vírgenes para uso otográfico y cinematográf monto:bajo"
Reparación de equipos y accesorios audiovisuales,1097,alimentacion,True,DANE_ENIG,1,reparación de equipos y accesorios audiovisuales monto:bajo
Reparación de equipos y accesorios fotográficos,2917,alimentacion,True,DANE_ENIG,1,reparación de equipos y accesorios fotográficos monto:bajo
"Instrumentos musicales: Armónicas, flautas, maracas, tambores, baterías, guitarras, órganos, pianos,",5746,alimentacion,True,DANE_ENIG,1,"instrumentos musicales: armónicas, flautas, maracas, tambores, baterías, guitarras, órganos, pianos, monto:bajo"
"Juegos de mesa: cartas, naipes, dominó, ajedrez, parqués, damas chinas, rumi-q, etc.",894,alimentacion,True,DANE_ENIG,1,"juegos de mesa: cartas, naipes, dominó, ajedrez, parqués, damas chinas, rumi-q, etc. monto:bajo"
"Juguetes: carros, trenes, muñecas, loterias, peluches, rompecabezas, sonajeros,  armatodos, bromas, ",7313,alimentacion,True,DANE_ENIG,1,"juguetes: carros, trenes, muñecas, loterias, peluches, rompecabezas, sonajeros,  armatodos, bromas, monto:bajo"
"Bicicletas para niño(a), triciclos, columpios",6968,alimentacion,True,DANE_ENIG,1,"bicicletas para niño(a), triciclos, columpios monto:bajo"
Casetes y CD ROM de video juegos,8177,alimentacion,True,DANE_ENIG,1,casetes y cd rom de video juegos monto:bajo
"Disfraces (vestidos, máscaras, accesorios)",2375,alimentacion,True,DANE_ENIG,1,"disfraces (vestidos, máscaras, accesorios) monto:bajo"
"Adornos navideños (árboles de navidad, guirnaldas, etc), pólvora y fuegos artificiales",2285,alimentacion,True,DANE_ENIG,1,"adornos navideños (árboles de navidad, guirnaldas, etc), pólvora y fuegos artificiales monto:bajo"
"Artículos para fiestas: piñatas, serpentinas, confetis, bombas plásticas, recordatorios, etc.",42219,alimentacion,False,DANE_ENIG,1,"artículos para fiestas: piñatas, serpentinas, confetis, bombas plásticas, recordatorios, etc. monto:medio"
"Equipo y accesorios para camping: carpas, colchonetas aislantes o térmicas, linternas, asadores o es",2500,alimentacion,True,DANE_ENIG,1,"equipo y accesorios para camping: carpas, colchonetas aislantes o térmicas, linternas, asadores o es monto:bajo"
"Calzado para deportes: patines, guayos, zapatos para golf, zapatillas para atletismo, clavos para al",11667,alimentacion,False,DANE_ENIG,1,"calzado para deportes: patines, guayos, zapatos para golf, zapatillas para atletismo, clavos para al monto:bajo"
"Equipos para pesca y caza: cañas y otros equipos para pescar, armas de fuego y municiones",6251,alimentacion,True,DANE_ENIG,1,"equipos para pesca y caza: cañas y otros equipos para pescar, armas de fuego y municiones monto:bajo"
Flores sueltas o por docena,54186,alimentacion,False,DANE_ENIG,1,flores sueltas o por docena monto:medio
"Coronas, flores para funerales, hojas verdes",2148,alimentacion,True,DANE_ENIG,1,"coronas, flores para funerales, hojas verdes monto:bajo"
Plantas artificiales: Flores (sueltas o en ramo) y matas,50000,alimentacion,False,DANE_ENIG,1,plantas artificiales: flores (sueltas o en ramo) y matas monto:medio
"Semillas, bulbos de plantas, césped, fertilizantes, fungicidas, abonos, materas, macetas y tiestos p",30771,alimentacion,False,DANE_ENIG,1,"semillas, bulbos de plantas, césped, fertilizantes, fungicidas, abonos, materas, macetas y tiestos p monto:medio"
"Animales domésticos y mascotas: perros, gatos, pájaros, conejos, peces, etc.",3205,alimentacion,True,DANE_ENIG,1,"animales domésticos y mascotas: perros, gatos, pájaros, conejos, peces, etc. monto:bajo"
Alimentos para animales domésticos y mascotas,33048,alimentacion,False,DANE_ENIG,1,alimentos para animales domésticos y mascotas monto:medio
"Productos para animales domésticos y mascotas, productos de veterinaria, para el cuidado e higiene (",23119,alimentacion,False,DANE_ENIG,1,"productos para animales domésticos y mascotas, productos de veterinaria, para el cuidado e higiene ( monto:bajo"
"Servicios de veterinaria y de otro tipo para animales domésticos: cuidado, salón de belleza, alojami",8637,alimentacion,True,DANE_ENIG,1,"servicios de veterinaria y de otro tipo para animales domésticos: cuidado, salón de belleza, alojami monto:bajo"
"Entrada a Ferias (del libro, artesanal, etc)",40500,alimentacion,False,DANE_ENIG,1,"entrada a ferias (del libro, artesanal, etc) monto:medio"
"Gastos en parques, parques de diversiones, juegos mecánicos (no incluir pago de paquetes de paseos d",29018,alimentacion,False,DANE_ENIG,1,"gastos en parques, parques de diversiones, juegos mecánicos (no incluir pago de paquetes de paseos d monto:bajo"
Gastos en bazares y fiestas populares,36829,alimentacion,False,DANE_ENIG,1,gastos en bazares y fiestas populares monto:medio
"Gastos en fiestas del hogar (matrimonios, cumpleaños, bautizos, navidad)",14825,alimentacion,False,DANE_ENIG,1,"gastos en fiestas del hogar (matrimonios, cumpleaños, bautizos, navidad) monto:bajo"
Gastos en juegos electrónicos y maquinitas (daytona y otras) en estableciemientos públicos,7680,alimentacion,True,DANE_ENIG,1,gastos en juegos electrónicos y maquinitas (daytona y otras) en estableciemientos públicos monto:bajo
Pago por servicios de gimnasio,4500,alimentacion,True,DANE_ENIG,1,pago por servicios de gimnasio monto:bajo
"Servicio de billar, tejo, rana y ping pong",35097,alimentacion,False,DANE_ENIG,1,"servicio de billar, tejo, rana y ping pong monto:medio"
Entradas a cine,26345,alimentacion,False,DANE_ENIG,1,entradas a cine monto:bajo
Entradas a circos y otros espectáculos afines,8074,alimentacion,True,DANE_ENIG,1,entradas a circos y otros espectáculos afines monto:bajo
Entradas a plazas de toros,6667,alimentacion,True,DANE_ENIG,1,entradas a plazas de toros monto:bajo
"Suscripción, instalación, conexión o reconexión a televisión por cable, satelital, digitalizada o an",2372,alimentacion,True,DANE_ENIG,1,"suscripción, instalación, conexión o reconexión a televisión por cable, satelital, digitalizada o an monto:bajo"
"Pago por servicio de televisión por cable, satelital, digitalizada o antena parabolica",11047,alimentacion,False,DANE_ENIG,1,"pago por servicio de televisión por cable, satelital, digitalizada o antena parabolica monto:bajo"
"Alquiler de películas, videos musicales y videojuegos",7056,alimentacion,True,DANE_ENIG,1,"alquiler de películas, videos musicales y videojuegos monto:bajo"
"Servicios fotográficos: fotografías, revelado, ampliaciones, impresión de fotografías digitales, ser",19788,alimentacion,False,DANE_ENIG,1,"servicios fotográficos: fotografías, revelado, ampliaciones, impresión de fotografías digitales, ser monto:bajo"
"Loterías, chance, baloto y similares",20864,alimentacion,False,DANE_ENIG,1,"loterías, chance, baloto y similares monto:bajo"
Rifas y sorteos (diferentes a loterías),8281,alimentacion,True,DANE_ENIG,1,rifas y sorteos (diferentes a loterías) monto:bajo
"Casinos, máquinas tragamonedas y bingos",23710,alimentacion,False,DANE_ENIG,1,"casinos, máquinas tragamonedas y bingos monto:bajo"
Libros sueltos de lectura,26923,alimentacion,False,DANE_ENIG,1,libros sueltos de lectura monto:bajo
Atlas y diccionarios,1332,alimentacion,True,DANE_ENIG,1,atlas y diccionarios monto:bajo
"Fascículos y tomos de enciclopedias, obras completas o colecciones",182169,alimentacion,False,DANE_ENIG,1,"fascículos y tomos de enciclopedias, obras completas o colecciones monto:alto"
Libros técnicos y libros especializados,39380,alimentacion,False,DANE_ENIG,1,libros técnicos y libros especializados monto:medio
Lista de útiles escolares completa,5586,alimentacion,True,DANE_ENIG,1,lista de útiles escolares completa monto:bajo
"Libros de texto: textos guías para clase (incluye libros de literatura, poesía, etc, requeridos en c",3922,alimentacion,True,DANE_ENIG,1,"libros de texto: textos guías para clase (incluye libros de literatura, poesía, etc, requeridos en c monto:bajo"
Compra diaria de periódicos,9032,alimentacion,True,DANE_ENIG,1,compra diaria de periódicos monto:bajo
"Compra de revistas sueltas, fotonovelas, cuentos y cuadernillos para colorear",6000,alimentacion,True,DANE_ENIG,1,"compra de revistas sueltas, fotonovelas, cuentos y cuadernillos para colorear monto:bajo"
Mapas y globos terráqueos,549,alimentacion,True,DANE_ENIG,1,mapas y globos terráqueos monto:bajo
"Cuadernos (cosidos, grapados, argollados, plastificados, etc.) y blocks",11612,alimentacion,False,DANE_ENIG,1,"cuadernos (cosidos, grapados, argollados, plastificados, etc.) y blocks monto:bajo"
"Libretas, agendas, diarios personales y libros de contabilidad",1368,alimentacion,True,DANE_ENIG,1,"libretas, agendas, diarios personales y libros de contabilidad monto:bajo"
